time,btc,btc_trend,btc_buy,btc_sell,btc_vol,eth,eth_trend,eth_buy,eth_sell,eth_vol,etc,etc_trend,etc_buy,etc_sell,etc_vol,ltc,ltc_trend,ltc_buy,ltc_sell,ltc_vol,doge,doge_trend,doge_buy,doge_sell,doge_vol,ybc,ybc_trend,ybc_buy,ybc_sell,ybc_vol
2017-08-18 20:02:17,29250.5,0.0,29250.5,2045,3832.01,2093.0,0.0,2091.56,26171,53621.87,95.96,0.0,95.88,145266,173944.64,315.0,0.0,313.72,76212,72429.36,0.011729999999999999,0.0,0.011729999999999999,1300317640,2060656792.39800,35.9,0.0,35.8,89814,96346.55
